Item Name,Item URL,Item Price,Rating,Number of Reviews
Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_1?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-1,598,4.3 out of 5 stars,"10,922"
American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_2?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-2,"1,199",4.0 out of 5 stars,"54,203"
Skybags Brat Black 46 Cms Casual Backpack,https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-3,669,4.1 out of 5 stars,"4,547"
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-4,499,3.9 out of 5 stars,801
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-5,529,3.9 out of 5 stars,"15,923"
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-6,699,4.0 out of 5 stars,"4,022"
"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-7,599,3.8 out of 5 stars,"2,034"
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-8,248,4.0 out of 5 stars,"19,027"
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-9,899,4.3 out of 5 stars,"5,925"
Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-10,698,4.1 out of 5 stars,"1,273"
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-11,899,3.9 out of 5 stars,"9,506"
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-12,699,4.0 out of 5 stars,"4,022"
Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-13,"1,999",4.5 out of 5 stars,"7,037"
"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-14,649,4.4 out of 5 stars,"3,041"
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-15,599,3.8 out of 5 stars,141
Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1685030872&sprefix=ba%2Caps%2C283&sr=8-16,986,4.3 out of 5 stars,"5,589"
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-17,263,3.7 out of 5 stars,"6,446"
"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-18,598,4.3 out of 5 stars,"10,922"
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-19,988,4.4 out of 5 stars,"5,702"
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-20,799,3.8 out of 5 stars,"2,708"
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-21,749,3.9 out of 5 stars,"2,764"
Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-22,834,4.0 out of 5 stars,"5,572"
"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-23,849,4.3 out of 5 stars,"5,209"
"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-24,"1,299",4.2 out of 5 stars,203
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-25,497,4.3 out of 5 stars,"12,760"
"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-26,849,3.9 out of 5 stars,849
"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue, L (QUILL19CBBLU)",https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG/ref=sr_1_27?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-27,849,4.0 out of 5 stars,600
"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_28?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-28,549,3.9 out of 5 stars,"8,836"
ADISA Light Weight Laptop Backpack 32 Ltrs,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-29,499,4.0 out of 5 stars,"5,860"
"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-30,425,4.3 out of 5 stars,"12,760"
Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-31,"1,199",4.1 out of 5 stars,"1,221"
FUR JADEN Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port For Men Women Boys Girls,https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1685030878&sprefix=ba%2Caps%2C283&sr=8-32,899,4.0 out of 5 stars,"11,072"
Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-33,"1,199",4.1 out of 5 stars,"1,221"
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-34,569,4.0 out of 5 stars,314
ADISA Laptop Backpack 31 Ltrs,https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-35,499,4.0 out of 5 stars,"9,284"
DEIN KLEIDER Men's Nylon Messenger Bag,https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-36,349,4.0 out of 5 stars,"4,879"
"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-37,949,3.7 out of 5 stars,923
URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,https://www.amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-38,395,3.7 out of 5 stars,654
"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-39,649,3.5 out of 5 stars,33
"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-40,599,4.0 out of 5 stars,"1,234"
"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-41,398,4.1 out of 5 stars,"8,997"
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-42,"1,399",4.1 out of 5 stars,"5,525"
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_43?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-43,269,4.0 out of 5 stars,"3,447"
Northzone Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Black) 40L,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-44,426,3.9 out of 5 stars,70
"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-45,"1,299",4.3 out of 5 stars,194
F Gear Luxur Brown 25 liter Laptop Backpack (2404),https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-46,"1,162",4.4 out of 5 stars,"16,733"
Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-47,836,4.3 out of 5 stars,"1,555"
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Black),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1685030884&sprefix=ba%2Caps%2C283&sr=8-48,599,3.8 out of 5 stars,141
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-49,409,4.2 out of 5 stars,"3,290"
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-50,918,3.8 out of 5 stars,806
AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-51,376,4.3 out of 5 stars,"9,121"
Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley,https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-52,"1,199",4.0 out of 5 stars,"7,624"
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-53,700,4.2 out of 5 stars,755
Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-54,836,4.3 out of 5 stars,"1,555"
Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-55,"1,399",4.1 out of 5 stars,392
Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WNFN1XS/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-56,799,4.0 out of 5 stars,"13,288"
"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-57,889,4.3 out of 5 stars,680
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-58,497,4.3 out of 5 stars,"12,760"
Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men,https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FKXCJNQ/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1685030889&sprefix=ba%2Caps%2C283&sr=8-59,549,4.0 out of 5 stars,"2,560"
